username,tweet
stanot4bp,wts lfb ph ☻  [on hand] iu lilac hilac version unsealed complete inclusions except pc  ♡ php 560 only ♡ mop: gcash/if COD + 20php ♡ mod: shopee c/o ♡ 10/10 condition ♡ check shop's rating for assurance 🍃  https://t.co/O4qXi1lrqc
truly_skincare,"@zarzoubeautyHQ Hi,gaisss! Anyone yg nak beli old packaging with scrunchie,i still have stock.   Harga SALE OLD:RM34 while stocks last.   Ready stock BHS and RSS too.🤗  To purchase:   https://t.co/mcKAs0nZR1  🚗COD Bangi,Putrajaya,Cyber, Kajang, BBST,Nilai,Sepang 🚚FREE Shipping Shopee"
truly_skincare,"@alluskinhq Hi,Allubabes!🌞  Ready stock all Alluskin items here.☺️  To purchase:  📲 https://t.co/mcKAs0nZR1 🚗COD Bangi,Putrajaya,Kajang, BBST,Nilai 🚚Everyday postage through SHOPEE"
intanaina10,"@jomroundsydxtyo Thank you,  Hi, Aina jual Sambal hitam Mak Engku, Salted egg Peyek &amp; Totilla  Boleh COD area Bangi/Kajang  Shopee:  https://t.co/X1DxWL1BB7"
hyunsouq,also listed on shopee for cod (but with addtl fees)  link:  https://t.co/hHsxP1NRSm
idbazaro,Saya menjual BISA COD | READY Mask... seharga Rp15.000. Dapatkan di Shopee sekarang!  https://t.co/WJ7vTsfsNN #ShopeeID  https://t.co/LEIH2u2uDQ
cutieyayaa,Apa apa boleh dm or ws i okay!! will serve yo with an outstanding service!😚  Cod area terengganu anddd freeshipping kat shopee❤️😚  If nak tanya pasal serum zarzou or mimpimika pun boleh je tanya☺️   https://t.co/FsNNjzbfmw
ten13kbox,Looking for COD? check this out!💜  BTS CONCEPT PHOTOBOOK TINGI form basis  SECURED ETA july- early aug  50% dp- 2 days after submission of form  balance - upon shopee checkout or COD. items will be posted on shopee once available  place your order here ⬇️  https://t.co/L4ck5mvkDw  https://t.co/kLrhfpyKzs
slaayinh,@bukan_jojo Shopee cod..  Shopee cod..  Langsung bayar di tempat 🎶
deefgoods,"@txtdarigajelas 🌻HOODIE CREWNECK HNM🌻 H&amp;M sisa export ONLY 170k! Tersedia di shopee,tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/Koe6toQ4bj"
deefgoods,"@FiersaBesari 🌻HOODIE CREWNECK HNM🌻 H&amp;M sisa export ONLY 170k! Tersedia di shopee,tentunya bisa free ongkir Xtra + COD ya! Grab it fast! Katalog Lengkap ⇉  https://t.co/bk7a9YVUM3 🌻  https://t.co/xfIP1aLEWe"
akosikulot,Isa pang mag-RTS sa Shopee tatanggalin ko na COD 🔪
ubijualan,GARNIER MEN ACNO FIGHT 100ml EXP 2024!   https://t.co/dnNs8J2H83  💵 20.000 / pcs bisa gratis ongkir pake SHOPEE atau COD sekitaran Denpasar!!  https://t.co/QmiBxFhy81
frsyhmsh,@nulmaii Hi thanks 😊. Hi guys!!! Saya ada jual spicy salted egg cornflakes dan chocojar. 💯 saya buat sendiri. Boleh postage dan cod (klang&amp;shah alam).Berminat boleh ws  https://t.co/pXfp5XJFvG Nak free shipping boler order di shopee  https://t.co/w2oWmSIvuP  https://t.co/CzDz4OSE5v
blinkeucart,‼️WTS | LFB PH ONHAND‼️  🏷wts lfb blackpink jisoo jennie rosé lisa  ✨BLACKPINK VINYL LIMITED EDITION POSTCARDS  SHOPEE COD AVAILABLE CHECK LINK! 👇👇    https://t.co/jU8ZPAXzzj  https://t.co/Y5jDXUe8jR
ilieinbed,@freecksrain Shopee cod gak?
aroundyooh,putangina bakit may shopee ako at cod... ANONG INORDER KO WALA NAMN  https://t.co/2ujDPvlQMt
vminyeo96,WTS/LFB HELPING A FRIEND  BTS 2018 EXHIBITON BOOK - 3600 SEALED PAYO 3400 IN GOOD CONDITION RARE W/ FREEBIES  MOP GCASH BDO MOD GGX GRAB SHOPEE COD for shipping fee only.  DM if interested  🏷️bts rm jin suga jhope jimin v jungkook exhibition book for sale merch
syznism,I'm selling COD Johor/Seri Kembangan + 🎁: Kay... for RM89.00. Get it on Shopee now!  https://t.co/mXldWFjwW2 #ShopeeMY  https://t.co/pGNYtNSbJi
youmakemydei,"[WTS/LFB] PH TREASURE CHAPTER 1,2&amp;3 EFFECT  Photocard - 130 Postcard / unit - 90  [repost&amp;repriced] dm to buy mop: gcash, psbank, shopee checkout, cod  mod: gogoxpress  haruto mashiho selfie card pc jeongwoo junghwan jaehyuk yedam yoshi jihoon junkyu  https://t.co/9XDp22031Y"
kripcamarica,✨KERIPIK KACA✨ Hai.. Kita udh ready stok lagi nih..  Masih ada 4 varian rasa  Harga mulai 10rb aja☺️  Lokasi: Gadang 2/16 Malang (BISA COD &amp; DO)  Wa : 0851 5637 8315  Lewat shopee ada diskon 10% dan gratis ongkir loh :  https://t.co/nFtBm4UA87  #pasarmingguinfomalang @infomalang  https://t.co/4eAOKFMhVD
tiketkumurah,Saya menjual [Bisa COD] Toner Lime... seharga Rp80.000. Dapatkan di Shopee sekarang!  https://t.co/qWB8lVdVCU #ShopeeID  https://t.co/qNp06I1Qq6
inseongscharm,"WTS LFB PH  I’m selling my extra SF9 9loryus albums!!  — unsealed but complete inclusion  — all in good condition  🏷 150 php each   mop: gcash, cod mod: shopee cod, J&amp;T, LBC  https://t.co/7ttZH0hpAD"
mahitod,Shopee cod~ shopee cod~ bayar langsung dibentak~🎶
pinkbeanieph,"❗WTS/LFB: ROSÉ FIRST SINGLE ALBUM -R- LP  ✅ ON-HAND ✅ COD AVAILABLE THROUGH SHOPEE ✅ P2,800 ✅ Freebies  Only 9 slots left! Get yours now through the link below   https://t.co/n9kiVQ2Ozq  🏷️wts, rosé, -r-,blackpink,lfb,lfs,wtb, lisa, jennie, jisoo  https://t.co/qs1nmipynQ"
taevchimchimmy,WTS | LFB | PH only  Summer Package 2019 tingi ✔ Folded Poster = 180 ✔ Mini Poster (RM J-hope) = 180 each  ✔ Winter Package 2020 Photo Stand = 270  ✔ Taehyung Samsung Galaxy Buds Lenti = 300  ✅ COD (shopee)  - ONHAND and ready to ship - Prices + Lsf  please help RT 💜
taevchimchimmy,WTS | LFB | PH only  Memories of 2019 DVD Tingi ✔ Photo Index = 150 each (RM J-hope Jimin)  ✅ COD (shopee)  - ONHAND and ready to ship - Prices + Lsf  please help RT 💜
taevchimchimmy,WTS | LFB | PH only  Kim Taehyung V MOTS O:NE Premium Photo = Php 850  ✔ Sealed  ✅ COD (shopee) = 870  - ONHAND and ready to ship  please help RT 💜  https://t.co/esNYdfFlQN
pinkbeanieph,"❗WTS/LFB: ROSÉ FIRST SINGLE ALBUM -R- LP  ✅ ON-HAND ✅ COD AVAILABLE THROUGH SHOPEE ✅ P2,800 ✅ Freebies  Only 9 slots left! Get yours now through the link below   https://t.co/5mIZAR3mC1  🏷️wts, rosé, -r-,blackpink,lfb,lfs,wtb, lisa, jennie, jisoo  https://t.co/HnHPat777F"
mianakalxixixi,@Shopee_cod @cold_parfait Pinter bgt boongnya wk
aaairaaaa,"Bat ko ginawang cod yung mop nung sa shopee 🤦🏻‍♀️ edi di na pwedeng ""ma bigay po ni ate ganito"" 🤦🏻‍♀️"
shopee_cod,@ZOO_FESS Felibite
tokotamz,[TERBARU] SALE COD Tas Tote Selempang Ready Makassar Shopee Toko Tamz seharga Rp41.741. Dapatkan produk ini hanya di Shopee!  https://t.co/z6PAkjMEq8 #ShopeeID  https://t.co/4gU13RF5zO
shopee_cod,@cold_parfait Cuma mau bantu. Karna obatnya jg dijual dipasaran dan review nya bagus2. Pengalamanku juga udah rawat inap anabul di drh udah habis sejutaan lebih tp malah tambah parah kondisinya dan dokter jg nyerah. Akhirnya pake obat itu langsung sembuh.
shopee_cod,@haningyuda @infomalang Pecel suhat yg deketnya ayam nelongso masih ada ga sih? Enak tuh
shopee_cod,Pengen nasgor buatan mama deh
aischraf,Full lockdown lagi sehari guys 😱 Mana yang craving pretzel ni jom cepat order sementara boleh COD ni Feel free to rt 🥰  Rm13 sahaja !!! Link for order 👇🏼 Cod |Sendayan | Seremban | Senawang | Negeri Sembilan -  https://t.co/8wVvw87eLk  Shopee pretzel -  https://t.co/R8nVx0Bpi7  https://t.co/VNB6kPJIx8
userandr0,"shopee cod shopee cod, bayar langsung di bentak"
shopee_cod,@ZOO_FESS D2 manjur banget
rahasiakelamin,"Obat Pemulihan Pasca Operasi, Mempercepat Penyembuhan Luka #ObatOperasi #ObatLukaOperasi  DAPATKAN SEKARANG (BISA COD) ✪ AGEN:  https://t.co/0ZiNXKEk98 ✪ TOKOPEDIA:  https://t.co/qGjJtm3Odh ✪ SHOPEE:  https://t.co/HofY7m5NwS ✪ BUKALAPAK:  https://t.co/7yjaluz9jy ✪ COD/WA: …  https://t.co/RTnTlGB657"
dahyunkimtofu,"WTS LFB TWICE LIGHTBAND  RUSH SELLING TWICE LIGHTBAND  can do shopee COD, can sell this as tingi rin  tags: nayeon jeongyeon momo sana jihyo mina dahyun chaeyoung tzuyu"
pengminari24,WTS/LFB  🚫 COD 💸 gcash  📦 shopee checkout   No unboxing video no refund   Tags: Twice Nayeon Jeongyeon Momo Sana Jihyo Mina Dahyun Chaeyoung Tzuyu  https://t.co/CVNzid7INz
pengminari24,WTS/LFB  🚫 COD 💸 gcash  📦 shopee checkout   No unboxing video no refund   Tags: Twice Nayeon Jeongyeon Momo Sana Jihyo Mina Dahyun Chaeyoung Tzuyu Blackpink Jisoo Jennie Rosé Lisa  https://t.co/mQC0bd0kmZ
llamaunyu,Shopee COD Shopee COD~ Datang langsung dibentak~~~
samforbts,be deluxe sealed onhand unsealed essential cod shopee checkout legit BE
yootagantenk,@sellkpopfess enggak🙃 klo bisa COD beneran (bukan shopee) gas aja
samforbts,be deluxe sealed onhand unsealed essential cod shopee checkout legit BE
ffatinxkeaii,@nqismy Hello Nurin! Kami jual snek rangup sedap dari Cahaya Bites. Paling hot selling Peria Crispy &amp; Daging Crispy. Postage seluruh Malaysia.  Cod Nibong Tebal sahaja time PKP ni.   Nk beli kt shopee pun blh klik ni  https://t.co/ZtRuIjqdqI #sayajual  https://t.co/bHXE26Bg8I
onceeli9,"selling my extra Eyes Wide Open (EWO) albums for education purposes 🥲 #TWICE   P780 with free withdrama group card  location: Caloocan, PH MOP: BDO/Paymaya/Gcash MOP/MOD: LBC COP/COD, lalamove, mr speedy, anything except Shopee checkout sorry  https://t.co/vCk3AcvKZC"
skinhustle_,"@zarzoubeautyHQ Hi guys, come and grab your favourite skincare with me!♥️  📌 Kayman 📌 Zarzou 📌 Strange Sugar  ✅ Shopee (freepostage)  https://t.co/C6MRCIoHXu  ✅ COD area:   🏎 Bukit Beruntung 🏎 Bukit Sentosa 🏎 Sungai Choh 🏎 Sungai / Sg Buaya 🏎 Serendah 🏎 Rawang   https://t.co/71bBOZmPtR"
blinkeucart,‼️WTS | LFB PH ONHAND‼️  🏷wts lfb blackpink jisoo jennie rosé lisa  ✨BLACKPINK VINYL LIMITED EDITION POSTCARDS  SHOPEE COD AVAILABLE CHECK LINK! 👇👇    https://t.co/jU8ZPAXzzj  https://t.co/Y5jDXUe8jR
k_merchphbudol,‼D-DAY CALENDAR BTS FESTA 2021‼  ✅PAYO TO SECURE ✅NORMAL ETA ✅ NO TO COD  OPEN FOR SHOPEE CHECKOUT   MINE + TINGI NAME   ‼NEED ALL SLOT TO BE TAKEN TO PUST TROUGH  https://t.co/xnws7u2ZZS
tapidiankw,@lllarasss Shopee cod ?
ynghb00,"miss ko na mag laro ng cod, puro nalang kasi ako cod sa shopee😩"
pixiedust_s,"WTS LFB PH SF9 EXO SUPERM NCT THREAD  🌹 full COD, official &amp; onhand 🌹 sold = deleted or marked w/ 💕 🌹 proofs = shopee ratings 🌹 don’t forget to check product details/photos/vid posted before you check out 🤗   https://t.co/4hVKXXhtdJ"
elviraangelicaa,"@riizalsubkhan @jntexpressid wkwkwk kejadian2 kek gini selalu dicurigai ""adanya kerjasama dengan kurir"" menurutku kalo mau aman ya transaksi lewat platform yg udh memfasilitasi layanan COD kek shopee contohnya. kalo udh kaya gini kan gigit jari, mehong harganya"
marchtresbien,shopee cod shopee cod bayar langsung ditampar
liciicaa,Shopee COD shopee COD bayar langsung dimaki😘😉
king_mntrd,Wala na nag COD kay makapiso ng papa if naa na say muabot gikan shopee 🤣
blinkeucart,‼️WTS | LFB PH ONHAND‼️  🏷wts lfb blackpink jisoo jennie rosé lisa  ✨BLACKPINK VINYL LIMITED EDITION POSTCARDS  SHOPEE COD AVAILABLE CHECK LINK! 👇👇    https://t.co/jU8ZPAXzzj  https://t.co/Y5jDXUe8jR
ohmerch_mnl,@itsss_may @lachimolalaV_ @PHBTSonhand_RT @WtbBtsMerch @BUDOLtingz @btsmerchphrts @btsmerch_ph no cod po kapag shopee checkout
itsss_may,@OHMerch_MNL @lachimolalaV_ @PHBTSonhand_RT @WtbBtsMerch @BUDOLtingz @btsmerchphrts @btsmerch_ph Shopee check out nlng po. Cod po ba?
kchammyy,Naa nay COD nga payment option sa mga overseas shop sa shopee😬 another gastos
salmaathaya,"@unblessed13 shopee cod shopee code,bayar langsung ditampol"
kookiet96086622,wtb / lfs  TWICE NAYEON ALBUM PC — Prio nayeon baby pc -ONHAND - clean/mint -No to overpricing -Can do cod via shopee(willing to add for shopee fees)  Drop your offer :) twice nayeon jeongyeon sana jihyo mina dahyun chaeyoung tzuyu where to buy looking for seller  https://t.co/EOykPg7Vz7
kyeoptangph,"BTS OFFICIAL PHOTOCARDS 100-150 pesos only  RUSH SALE  📆DOP: PAYO ✅GCASH only ✅shopee C.O(non Cod)   Reply in every photo (prices also in photos) ""mine+member""  Wts bts v jk jimin siga jin rm jhope"
kondesaofficial,I'm selling INSTAX PRINTING SERVICE (NO MINIMUM ORDER COD AVAILABLE) for ₱20 - ₱68. Get it on Shopee now!  https://t.co/iQBvE44Rwt #ShopeePH #instaxprintingservice #instax #instaxsquare #instaxmini #minilink #instaxminifilms #instantfilm #printing #fuji #fujifilm #polaroid
kzoecollector,-CAN DO COD THRU SHOPEE WILLING TO ADD FOR SHOPEE FEES
byunieeee04,@erinajajan Beli 20pc chanyeol Baekhyun chen sehun 240k ready ina langsung kirim saking ga percaya nya karna ga bisa shopee jadinya dia kirim dulu baru ku bayar ongkirnya pun jnt cod jadi paling ga kalo ketipu aku ga rugi sama ongkir😬
inthenameofskp,Shopee cod Shopee cod... Bayar langsung di tempat
zadira_id,"@UNSfess_ Hallo ka, Aku buka jasa cetak foto original polaroid by instax film cuma 8ribuan/foto, bisa lewat shopee.   https://t.co/PlkUjFnyqR  Tanpa minimal order. Ada gratis ongkir dan bisa pilih pembayaran COD juga. Yuk order sekarang"
zadira_id,"@meowpd Hallo ka, Aku buka jasa cetak foto original polaroid by instax film cuma 8ribuan/foto, bisa lewat shopee.   https://t.co/PlkUjFnyqR  Tanpa minimal order. Ada gratis ongkir dan bisa pilih pembayaran COD juga. Yuk order sekarang"
pxnji_,@epidamayanti @txtdarionlshop Shopee COD shopee COD  Gelut langsung di tempaaat
grfz_,@Shopeecod_id @ellyaqul naha chef juna jadi bisa stand up comedy si😭👍
gspunctuality,POTA BAT WALANG COD SA SHOPEE NUYON BAKA MAY GUS2 MAG SPONSOR NG EARPHONES DAHIL DI NA AKO MARINIG SA ZOOM AHSHAHABABHAHAHSHSHSHS
leseulchi,HELP RT   I’m selling my Baekhyun POCA The War: Private Ver.   Mode of Payment: GCASH SF: J&amp;T &lt;Shopee Checkout&gt; (COD sf only) Price: PM me   Tags: #exorvscreenshot #EXOL #DONT_FIGHT_THE_FEELING #EXO #weareoneEXO #EXOcomeback  https://t.co/Sg91HnuTVo
tokotamz,[TERBARU] COD Ready Makassar Gelang Rantai Wanita GK011 Pink Silver seharga Rp20.202. Dapatkan produk ini hanya di Shopee!  https://t.co/iWDBoq9FmO #ShopeeID  https://t.co/k2N382JLH0
motonoona,I don't provide payment via cod di shopee ya so please jangan maksa cod. bisa cari seller lain yang paymentnya support pilihan kamu 🥰
skz_bum,WTB | LFS | PH  - the book of us : the demon - midday version  - dowoon book sleeve - unsealed or sealed will do but no to op :&lt; - can do shopee cod  tags: day6 myday onhand tbou sungjin jae youngk wonpil dowoon onhand wts lfb  https://t.co/8xO8e9HCRH
ligayaamii,"wts | bts | dynamite  [On-hand] BTS Dynamite Vinyl  Vinyl - Php 750 + lsf  • Official from weverse shop • Unsealed • Condition is 10/10 MOP: Gcash or COD (dp of php250) MOD: ggx or any preferred courier, shopee c/o  https://t.co/pz2uxWRPdE"
skinoramy,@zarzoubeautyHQ Zarzou Beauty agent Taiping Perak &amp; postage all around Malaysia ✨  COD 👇 • TAIPING • KAMUNTING • SIMPANG • AIR KUNING  ✅ FREE GIFT ✅ FAST DELIVERY ✅ FREE POSTAGE (SHOPEE)  🛒  https://t.co/Kr122JaU4d 📱  https://t.co/9mxhE21crC  https://t.co/hoHXzozu33
dorieomma,"@strayselling 1. tanya domisili 2. kirim kiriman kondisi pc (foto, video) 3. diskusiin mau trade kapan dan lewat mana. mau lewat shopee/lewat cod misal se dom 4. pas packing di foto/video (opsional tapi aku gini buat ngeyakinin orang yg mau aku ajak trade kalo pc nya bener bener aku trade)"
uwulope,@TERJUNGKIRBALIQ COD DEHH YAAA GA USAH SHOPEE 😭😭
intanaina10,"@HermyRahim Thank you,  Hi, Aina jual Sambal hitam Mak Engku, Salted egg Peyek &amp; Totilla  Boleh COD area Bangi/Kajang  Shopee:  https://t.co/X1DxWL1BB7   https://t.co/Cnf679D0jw"
keirasells,WTS/LFB |#keirasellsonhand [help rt🙇‍♀️]  &gt; MOTS POP UP postcard (P380) &gt; Namjinkook wings paper frame v2. (P580) &gt; Jungwon en connect poster (P380)  *can be cod thru shopèe or payo (much better🤧)  https://t.co/oE5K6YEk48
itsfaddddd,@CAkakitiga Shopee cod
theriz72441800,Enjoy a HASSLE FREE shopping with us❤️ NATHIÑA SKINCARE 💋❤️ Free Shipping &amp; COD Follow us for more Updates!! 👇 Shopee &amp; Lazada   https://t.co/uD2QrD17Ki   https://t.co/vXOApoJJ3c 🚚Free Shipping  ✈COD Deliveries Nationwide 🏡Order at the comfort of your Home  https://t.co/33AzxwJwj0
lalallets,WTS/LFB PH ONLY 🇵🇭  [HELP RT]  461 Hinata Shoyo Nendoroid with GSC Exclusive Rubber Strap [MISB]  [PHP 2800]  RFS: Need Funds MOP: Gcash/Cod MOD: SDD/Shopee Checkout   📍 TAGUIG METRO MANILA  https://t.co/U4gfkcr4vh
itsnowinghere,@Itsfaddddd Coba shopee cod
awyuthihi,"WTB!! WANT TO BUY--  PC HAECHAN HOT SAUCE (BORING VER)   UNDER 150RB PLSSS, aku gamau take kalo overprice yaaa   (YANG BISA COD OREN) C O D   C O D  prefer ready ina, biar bisa booked buat 6.6 shopee pipipi  DM ME IF YOU WANT TO SELL HAECHAN BORING HEHEHEHEH, LOVVVV"
miraevitys,"A Shopee Xpress rider will be delivering your parcel today. As part of our delivery process, we will be collecting a photo as proof of delivery (POD). Please ready your payment for your COD order amounting to 185 PHP, or authorization letter or ID for non-COD order."
andreasprasojo_,Shopee cod~ Shopee cod~ Belum bayar langsung dibentak~
luvpsjsomuch,"Lagi berdoa tiba tiba nyanyi ""shopee COD shopee COD bayar langsung dibentak"" 🙃☺️🙃☺️🙃🤗🤗🤗🥰 gimana doa mau dikabulin tidel"
teume_jihoonie,WTS/LFB  ONHAND Itzy - Guess Who Sealed Album With KTown4u POB  950 PAYO / 1000 COD Plus 60 for Poster Tube  MOP: GCASH MOD: Shopee Checkout  https://t.co/iOhlzfqfuI
crunchypuchong,@mouthgasmcrunch Hi semua !  Kita ada jual mouthgasm crunchy tau! Boleh COD area Puchong tapi jangan risau kita pun ada shopee 🥰 boleh visit shopee kita untuk order ! Thankyou 😍  https://t.co/gUYqQHzCj0  https://t.co/xGgdlB3IR6  https://t.co/L4222ModZY
doublebisrich,ATEEZ UNSEALED ALBUMS 💵P200 • onhand &amp; ready to ship • 3 pcs available  • if you’ll opt for shopee cod please dm me  please comment mine + version or dm   WTS LFB UNSEALED ATEEZ ALBUMS ONHAND PH  https://t.co/28WzRPwvQT
permataumatid,"Promo Shopee Murah lebay, COD-in Aja! 😍 Peci Muhammadiyah Bertanda ""Promo Shopee' dengan harga DISKON + Ekstra Tas Peci! Otomatis Paket Berasuransi, Bayar ditempat (COD) lebih Aman &amp; Nyaman!   https://t.co/37d8bxGYpl  #muhammadiyah #Aisyiyah  https://t.co/wITwJV4Vme"
xxxsheikaxx,ang damot damot na ni kumareng shopee sa free sf kapag cod. di na ikaw yung shopee na nakilala ko.
seouloutletph,"WTS] Twice Photocards  💸 gcash, cod plus fees 🚚 ggx, shopee checkout 📌 PAYO  https://t.co/CCwYED5YWo"
seouloutletph,"WTS] Twice Photocards  💸 gcash, cod plus fees 🚚 ggx, shopee checkout 📌 PAYO  https://t.co/sOXfYaOeNl"
vkookfairy,wts lfb onhand ❤️  Baekhyun BAMBI album sealed 🌷Jewel case ver with pob poster Php 680 🌷Photobook version Php 680   COD available via shopee c/o +fees 🏷 night rain misty dreamy exo #DONT_FIGHT_THE_FEELING #EXO_EPISODE02 #suho #xiumin #lay #chen #chanyeol #kyungsoo #kai #sehun  https://t.co/ek4yU5Jc1N
syaaaayusof,"@Pocrepe_ arissa dh restock brownies cookies ni 😍 Cod shah alam, b.jelutong, ttdi jaya, tudm subang, s.Alam, glenmarie, batu3 &amp; kepong. Rm20-(50pcs) &amp; rasa premium dark coklat + tkmanis.   https://t.co/tPAA2tvVhg  Bole beli thru shopee jgk 😍  https://t.co/uNbGTeVXbp"
bydyn_mad,"@Skincare_IDN Aku ada nih ,toner harga pelajar ya dan ada manfaat nya banyak . 33k aja udh bisa lgsg shopee lho,atau mau cod? Atur di dm aja boleh kok😉  https://t.co/Ah61sHjj1y"
doublebisrich,NCT UNSEALED KIHNO KITS 💵P295 • onhand &amp; ready to ship • 5 pcs available  • if you’ll opt for shopee cod please dm me  please comment mine + version or dm   WTS LFB NCT KIHNO KITS ARRIVAL DEPARTURE UNSEALED  https://t.co/l8vJ1swIAQ
kmshopeu,May extra SKZ Albums din pala as well as cards sama na din  natin sa paubos sale heheh~ 200 for SKZ Albums then cards 180-300 each~💕 COD pa din via GGX or pwedeng icheckout sa Shopee pero non-COD ^^  https://t.co/F7IfyKKMyA
doublebisrich,ROSE-R- UNSEALED ALBUM 💵P520 • onhand &amp; ready to ship • please dm me if you’ll opt for shopee cod • almost complete except photocards:) • 2 unsealed albums  please comment mine or dm to order:&gt;  WTS LFB ROSÈ UNSEALED ALBUM POSTCARD STICKERS LYRIC PAPER  https://t.co/SsyLEi8s24
syaaaayusof,"@AkeemSharyzal arissa dh restock brownies cookies 😍 Cod shah alam, b.jelutong, ttdi jaya, tudm subang, s.Alam, glenmarie, batu3 &amp; kepong. Rm20-(50pcs) &amp; rasa premium dark coklat + tkmanis.   https://t.co/tPAA2tvVhg  Bole beli thru shopee jgk 😍  https://t.co/uNbGTeVXbp"
